TOWN,TOWN_ID,COUNTY,town_join,treatment_facility_count,peer_recovery_count,ssp_count,harm_reduction_count,has_treatment,has_peer_recovery,has_ssp,has_harm_reduction,service_diversity_score,avg_deaths_2021_2023,avg_ems_incidents_2022_2023,overdose_death_rank,ems_incident_rank,combined_burden_rank_score,overdose_death_burden_pct,ems_burden_pct,combined_burden_pct,access_coverage_pct,recovery_access_gap_score,gap_category,estimated_population,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_NOVEH,EPL_NOVEH,EP_POV150,EPL_POV150,EP_UNEMP,EPL_UNEMP,EP_NOHSDP,EPL_NOHSDP,social_vulnerability_pct,final_priority_score,priority_category,nearest_any_service_distance_miles,services_within_5_miles,services_within_10_miles,service_types_within_5_miles,service_types_within_10_miles,nearest_treatment_distance_miles,nearest_peer_recovery_distance_miles,nearest_ssp_distance_miles,nearest_harm_reduction_distance_miles,nearby_access_coverage_pct,distance_adjusted_priority_score,nearest_service_access_category,anchor_priority_score,anchor_priority_level,access_gap_level,anchor_priority_rank
WILMINGTON,342,MIDDLESEX,WILMINGTON,2,0,0,0,1,0,0,0,1,5.333333333333333,54.5,84.0,58.0,142.0,0.7549857549857549,0.8361823361823362,0.7955840455840455,0.25,0.5966880341880341,High gap,23191.51742656828,0.1776446307149484,0.2320865154267615,0.3092447028577213,0.2385812850282145,0.1712445528858479,5.20218394643982,0.3350312998904288,7.3299953428279805,0.2324540700619143,4.439249850264239,0.4588471846070642,4.137740609273223,0.3373083948303045,0.1776446307149484,0.7026864596733959,Moderate priority,0.4015805780097316,2,4,2,4,0.4015805780097316,8.465102973533138,8.465102973533138,4.129195372906651,1.0,0.4567461987877074,Very near,0.4567461987877074,Moderate priority,High gap,117
WAREHAM,310,PLYMOUTH,WAREHAM,2,0,0,1,1,0,0,1,2,18.0,107.5,24.0,32.0,56.0,0.9330484330484332,0.9116809116809116,0.9223646723646725,0.5,0.4611823361823361,Moderate gap,23192.110133908656,0.6745854494775797,0.66166592301147,0.6914241092483677,0.3628372529062537,0.6182460089092162,5.532785547255989,0.3903415535703497,13.687072363309222,0.5168061695367655,6.52940018796435,0.6016139230012862,8.080976878575502,0.5909397387119807,0.6745854494775797,0.7722892297270175,Moderate priority,1.15386744308679,2,2,2,2,1.15386744308679,10.226779198902433,10.226779198902433,1.15386744308679,0.5,0.6371386145247894,Very near,0.6371386145247894,High priority,Moderate gap,42
MILTON,189,NORFOLK,MILTON,0,0,0,0,0,0,0,0,0,1.3333333333333333,22.5,185.0,120.0,305.0,0.4472934472934473,0.6581196581196581,0.5527065527065527,0.0,0.5527065527065527,High gap,28504.68477077225,0.2523518667531617,0.2461150502044711,0.3190575421426601,0.514726001820229,0.2698923117522133,5.771665400533975,0.3551002490682018,7.013583679127546,0.2274564665098636,3.798281091002389,0.3703368926656034,4.1842178107712815,0.3588399274732936,0.2523518667531617,0.692183083048756,Moderate priority,2.305497274960185,4,4,4,4,2.305497274960185,3.900251237311772,4.469760202922123,3.547518818971578,1.0,0.4499190039816914,Near,0.4499190039816914,Moderate priority,High gap,119
HALIFAX,118,PLYMOUTH,HALIFAX,0,0,0,0,0,0,0,0,0,1.6666666666666667,13.0,174.0,170.0,344.0,0.4928774928774929,0.5156695156695157,0.5042735042735043,0.0,0.5042735042735043,High gap,7728.063283979978,0.2485916719776861,0.2975970782702749,0.2524076477918639,0.1399045487147447,0.3671795157486844,5.299809122913663,0.3822858870188733,5.399945956311687,0.1383994027982637,1.4002842374409092,0.0719343936398508,3.700088728828439,0.3196055466627195,0.2485916719776861,0.6296316978349016,Moderate priority,6.299170716108942,0,2,0,2,9.545599337494624,10.935954921792272,10.935954921792272,6.299170716108942,0.5,0.5194461507137937,Moderate distance,0.5194461507137937,High priority,High gap,83
OXFORD,226,WORCESTER,OXFORD,0,0,0,1,0,0,0,1,1,4.666666666666667,20.0,96.0,128.0,224.0,0.7193732193732194,0.6353276353276354,0.6773504273504274,0.25,0.5080128205128205,High gap,13369.11018175029,0.3552024560612319,0.4128090260395367,0.4930217852881748,0.121273521411014,0.3034239810598332,3.8451593735063936,0.268624789156716,8.739307283133101,0.3107751167152247,4.349044624025681,0.443252837281945,5.794313340896449,0.4660025898513572,0.3552024560612319,0.6884602220695681,Moderate priority,1.0858566617389604,1,4,1,4,5.33034480927027,9.429176906732868,9.84338475542796,1.0858566617389604,1.0,0.4474991443452193,Very near,0.4474991443452193,Moderate priority,High gap,120
MAYNARD,174,MIDDLESEX,MAYNARD,0,0,0,0,0,0,0,0,0,3.6666666666666665,7.5,112.0,225.0,337.0,0.6737891737891738,0.3603988603988604,0.517094017094017,0.0,0.517094017094017,High gap,10672.646359011498,0.3221253441907062,0.3218386712685837,0.5687481685047007,0.3144254740494245,0.2118701149750507,4.667902519829623,0.3378360829558995,10.03475059477216,0.3752451196111868,4.357357344229556,0.4532287389187779,3.641560414202694,0.3074857365760663,0.3221253441907062,0.6836631053293822,Moderate priority,3.274288627255041,1,3,1,3,6.86282540000039,6.86282540000039,16.463002314504084,3.274288627255041,0.75,0.5042015401804194,Near,0.5042015401804194,Moderate priority,High gap,90
GARDNER,103,WORCESTER,GARDNER,4,1,0,0,1,1,0,0,2,12.0,97.0,39.0,40.0,79.0,0.8888888888888888,0.8874643874643875,0.8881766381766382,0.5,0.4440883190883191,Moderate gap,21088.77899712036,0.6999897404374988,0.7283746216517681,0.6078022562473316,0.3239235214406549,0.7050639346522735,9.603635611259724,0.5183547914543073,25.345257292510617,0.7063479227168985,6.624073592195381,0.6260387817972773,11.70094301598885,0.6869256081067513,0.6999897404374988,0.7549455862982767,Moderate priority,0.7422921736846729,5,5,2,3,0.7422921736846729,0.7422921736846729,24.19102681508529,9.374080767975212,0.75,0.5567723698949791,Very near,0.5567723698949791,High priority,Moderate gap,63
PEPPERELL,232,MIDDLESEX,PEPPERELL,0,0,0,0,0,0,0,0,0,2.0,9.5,158.0,201.0,359.0,0.5313390313390314,0.4273504273504273,0.4793447293447294,0.0,0.4793447293447294,Moderate gap,11624.513146511696,0.2983337430998253,0.327328732731499,0.4333597221408233,0.2638326770991565,0.3086569719506253,2.4768127209955835,0.1720694318153485,7.697652448858779,0.253360334028723,3.746142905882781,0.3626769640633361,3.4179370812248764,0.290822574680492,0.2983337430998253,0.6223494366853151,Moderate priority,10.209023001337664,0,0,0,0,11.949346778427175,11.949346778427175,15.791312029918611,10.209023001337664,0.0,0.6223494366853151,Farther away,0.6223494366853151,High priority,Moderate gap,47
CHARLTON,54,WORCESTER,CHARLTON,0,0,0,0,0,0,0,0,0,1.3333333333333333,12.5,185.0,173.0,358.0,0.4472934472934473,0.5071225071225072,0.4772079772079772,0.0,0.4772079772079772,Moderate gap,13338.000292133724,0.3022131885503227,0.1749747307846705,0.502554066112061,0.126761004827518,0.4790698046842644,3.6776599291916647,0.2413417898874768,5.313353444025887,0.1424078457038951,4.584920437326019,0.4847945928375984,5.057635156904289,0.427079810986515,0.3022131885503227,0.6214265216016497,Moderate priority,5.328188260447465,0,3,0,3,5.39878725281404,5.39878725281404,12.300776302263372,5.328188260447465,0.75,0.4583020596812167,Moderate distance,0.4583020596812167,Moderate priority,Moderate gap,114
SWANSEA,292,BRISTOL,SWANSEA,0,0,0,0,0,0,0,0,0,5.0,25.0,91.0,108.0,199.0,0.7378917378917379,0.6908831908831908,0.7143874643874644,0.0,0.7143874643874644,High gap,17160.496800100114,0.3167753450324246,0.4231977507932148,0.5181220009218429,0.1640739851371061,0.198957251149811,2.633123182654084,0.1796893051666684,5.781469275859356,0.1654615880673845,5.592195614098928,0.6101398172628926,10.884642067080982,0.6852205531437958,0.3167753450324246,0.9406877999056424,High priority,4.725728105577156,11,11,4,4,4.725728105577156,4.725728105577156,4.725728105577156,4.725728105577156,1.0,0.6114470699386676,Near,0.6114470699386676,High priority,High gap,51
MIDDLETON,184,ESSEX,MIDDLETON,0,0,0,0,0,0,0,0,0,1.6666666666666667,18.5,174.0,135.0,309.0,0.4928774928774929,0.6096866096866097,0.5512820512820513,0.0,0.5512820512820513,High gap,9667.23938735513,0.2116554630655223,0.2701668721472592,0.330755676817047,0.1976394292057903,0.254690911422828,1.0993883632667882,0.0706185690284881,7.01425830200175,0.2337111217751005,3.5992864743495865,0.3511563069346891,9.320228832599735,0.592029292063534,0.2116554630655223,0.6679639091258649,Moderate priority,4.280661459594442,2,2,2,2,4.280661459594442,10.372241030774845,10.500437726243684,4.298309741825531,0.5,0.5510702250288385,Near,0.5510702250288385,High priority,High gap,64
WEST BROOKFIELD,323,WORCESTER,WEST BROOKFIELD,0,0,0,0,0,0,0,0,0,0.3333333333333333,16.0,258.0,155.0,413.0,0.1965811965811965,0.5584045584045584,0.3774928774928774,0.0,0.3774928774928774,Moderate gap,3823.221809184136,0.6120986113803654,0.7325868871575354,0.4746146514751229,0.0475153691126424,0.5920056190540542,4.4003745155568135,0.3214127604943291,14.701669901262676,0.5811253905675955,9.099945583643024,0.8568734760027507,7.100117248220639,0.561597320864829,0.6120986113803654,0.6085557436122461,Moderate priority,5.066469134498172,0,10,0,2,5.066469134498172,13.920490430574192,18.45249615724858,5.066469134498172,0.5,0.5020584884801029,Moderate distance,0.5020584884801029,Moderate priority,Moderate gap,93
WEST BOYLSTON,321,WORCESTER,WEST BOYLSTON,0,0,0,0,0,0,0,0,0,1.0,16.0,206.0,155.0,361.0,0.386039886039886,0.5584045584045584,0.4722222222222222,0.0,0.4722222222222222,Moderate gap,7695.680392579251,0.4110448670956685,0.4479781756655349,0.5802942023671879,0.3010466031521434,0.2992903248042372,4.45762458285252,0.3258071180804797,9.060220960408738,0.3404400550176988,4.629687182188473,0.4934492218231239,8.66965826189404,0.6225839743017768,0.4110448670956685,0.6663267427951768,Moderate priority,4.043508731163601,3,4,1,4,4.043508731163601,7.400689297092671,7.400689297092671,7.400689297092671,1.0,0.4331123828168649,Near,0.4331123828168649,Moderate priority,Moderate gap,125
SOMERSET,273,BRISTOL,SOMERSET,0,0,0,0,0,0,0,0,0,3.6666666666666665,40.0,112.0,70.0,182.0,0.6737891737891738,0.801994301994302,0.7378917378917379,0.0,0.7378917378917379,High gap,18264.267941542977,0.2636818715194934,0.2832033629321898,0.5247230926148893,0.083588396540585,0.2993573099200972,3.489908515065413,0.2540780491691285,7.696864465925483,0.267180072092215,2.80222774412014,0.2408350523785846,8.412404333415978,0.5975394260772753,0.2636818715194934,0.932460412317803,High priority,2.321089857790772,11,11,4,4,2.321089857790772,2.321089857790772,2.321089857790772,2.321089857790772,1.0,0.606099268006572,Near,0.606099268006572,High priority,High gap,54
BEDFORD,23,MIDDLESEX,BEDFORD,1,0,0,0,1,0,0,0,1,2.0,18.0,158.0,142.0,300.0,0.5313390313390314,0.5954415954415955,0.5633903133903134,0.25,0.4225427350427351,Moderate gap,14272.6121519531,0.5644499479820163,0.3966197209242638,0.5789541200518105,0.5759018264710658,0.6232827984922485,6.067029698059774,0.4006328094938971,8.11908670749503,0.2948971251708954,7.628079360544615,0.7471484751000309,5.465922446995766,0.4603629035362184,0.5644499479820163,0.6610469598577857,Moderate priority,0.8758313174832808,2,4,2,4,0.8758313174832808,9.542662619366736,9.542662619366736,4.027421074057106,1.0,0.42968052390756073,Very near,0.42968052390756073,Moderate priority,Moderate gap,128
HANOVER,122,PLYMOUTH,HANOVER,0,0,0,0,0,0,0,0,0,1.3333333333333333,14.5,185.0,161.0,346.0,0.4472934472934473,0.5427350427350427,0.4950142450142449,0.0,0.4950142450142449,Moderate gap,14764.1777939096,0.2169789649169875,0.2834870531067257,0.3144819605885601,0.0931440008222523,0.2923744873190232,5.840225063786334,0.4165250575033685,6.962038690806204,0.2299370150136725,6.42854686344823,0.6716538872900686,3.000716365282439,0.2433520601547521,0.2169789649169875,0.6024219235165998,Moderate priority,5.032270636512384,0,4,0,4,5.998045260417477,9.697504155472638,9.879053219190054,5.032270636512384,1.0,0.3915742502857899,Moderate distance,0.3915742502857899,Moderate priority,Moderate gap,146
KINGSTON,145,PLYMOUTH,KINGSTON,0,0,0,1,0,0,0,1,1,4.333333333333333,18.5,104.0,135.0,239.0,0.6994301994301995,0.6096866096866097,0.6545584045584045,0.25,0.4909188034188034,Moderate gap,13701.050689838765,0.3445195725551039,0.1777123661273139,0.4965339470680006,0.0494022687246934,0.611804522770231,5.229353986453328,0.3189178071398093,5.487560027587894,0.147413331988849,1.466737914014231,0.0936796941322778,2.712502304201147,0.218095839984105,0.3445195725551039,0.6600499397319127,Moderate priority,0.7211515006990699,1,4,1,4,7.57318736651445,7.57318736651445,7.57318736651445,0.7211515006990699,1.0,0.4290324608257433,Very near,0.4290324608257433,Moderate priority,Moderate gap,129
RUTLAND,257,WORCESTER,RUTLAND,0,0,0,0,0,0,0,0,0,3.333333333333333,11.0,120.0,182.0,302.0,0.6367521367521367,0.4786324786324786,0.5576923076923077,0.0,0.5576923076923077,High gap,9101.741440049294,0.079331795899142,0.0361041166082188,0.171171918797541,0.1058349415051392,0.2486232781678364,4.189603473186312,0.3068832720138223,3.3424231126035098,0.0683419021020904,2.230793350013382,0.1723327061389076,2.076014791687849,0.154745533912067,0.079331795899142,0.6019350400206753,Moderate priority,6.513738863076446,0,1,0,1,6.513738863076446,12.02111468183584,12.02111468183584,10.49966206306071,0.25,0.5492657240188662,Moderate distance,0.5492657240188662,High priority,High gap,67
FRANKLIN,101,NORFOLK,FRANKLIN,0,0,0,1,0,0,0,1,1,3.6666666666666665,29.5,112.0,85.0,197.0,0.6737891737891738,0.7578347578347578,0.7158119658119658,0.25,0.5368589743589743,High gap,32776.75854850384,0.2277084141101835,0.2248177496006005,0.3525352463930754,0.2628023897247011,0.3465316437385546,3.1053947942001674,0.2043383842106117,7.058630241341667,0.2334856926453978,5.42500005258823,0.4915064267337649,2.6808176659477176,0.2092918521375371,0.2277084141101835,0.6591062800110761,Moderate priority,0.5769785214283303,1,3,1,3,7.460497517290236,9.006736324144338,19.09437000195426,0.5769785214283303,0.75,0.48609088150816865,Very near,0.48609088150816865,Moderate priority,High gap,99
HINGHAM,131,PLYMOUTH,HINGHAM,0,0,0,0,0,0,0,0,0,2.333333333333333,14.0,147.0,163.0,310.0,0.5698005698005698,0.5341880341880342,0.551994301994302,0.0,0.551994301994302,High gap,24144.49022595061,0.1868659252808374,0.0805926477125512,0.3322511466522578,0.101555650452827,0.4039015943610587,5.622841562980685,0.3651708520498731,4.421771037607122,0.1096021551602605,3.7221459122205136,0.3681549909165599,1.720839137780358,0.1398482153156381,0.1868659252808374,0.6551432279862172,Moderate priority,1.824110275396103,3,4,3,4,1.824110275396103,3.781396589004603,6.225256875651578,3.781396589004603,1.0,0.42584309819104116,Very near,0.42584309819104116,Moderate priority,High gap,130
TYNGSBOROUGH,301,MIDDLESEX,TYNGSBOROUGH,0,0,0,0,0,0,0,0,0,1.3333333333333333,10.0,185.0,189.0,374.0,0.4472934472934473,0.4487179487179487,0.448005698005698,0.0,0.448005698005698,Moderate gap,12370.710303314065,0.4453125210004747,0.352851576040499,0.5163410113355383,0.412498054617741,0.4897166953133401,1.889297275598972,0.1252852364384448,6.072877342915281,0.1830028517887586,4.986569551519534,0.5126609828555587,5.335333367984174,0.4475554541856103,0.4453125210004747,0.6475082448071927,Moderate priority,2.916583871188682,2,4,2,4,4.906411078457749,7.0136253639117925,7.0136253639117925,2.916583871188682,1.0,0.42088035912467525,Near,0.42088035912467525,Moderate priority,Moderate gap,133
READING,246,MIDDLESEX,READING,0,0,0,0,0,0,0,0,0,3.6666666666666665,13.0,112.0,170.0,282.0,0.6737891737891738,0.5156695156695157,0.5947293447293447,0.0,0.5947293447293447,High gap,25416.25235456688,0.2002778584773684,0.1302849424552049,0.4524484718099794,0.2618437564201698,0.2473511538539413,5.881826355782607,0.3743397179577474,5.849831011251526,0.1730033584301493,2.7927543184746617,0.2502206690579632,3.3808433654136105,0.2822997245328466,0.2002778584773684,0.7138404642653864,Moderate priority,3.023270641770096,2,4,2,4,3.023270641770096,7.666974131034585,9.582962296130985,3.023270641770096,1.0,0.4639963017725012,Near,0.4639963017725012,Moderate priority,High gap,110
WALES,306,HAMPDEN,WALES,0,0,0,0,0,0,0,0,0,1.0,9.0,206.0,204.0,410.0,0.386039886039886,0.4102564102564102,0.3981481481481481,0.0,0.3981481481481481,Moderate gap,2500.391304836996,0.4600959473891288,0.630892756515131,0.5303851130880525,0.119313417088493,0.272403445425462,1.3000980681430827,0.0810078236960841,13.499996563433578,0.539099816371856,5.299898526118191,0.5836846301402427,6.7998420627613605,0.5459880864826364,0.4600959473891288,0.5813344975715975,Moderate priority,5.179515672258823,0,1,0,1,10.218821156186651,10.218821156186651,20.15530794349435,5.179515672258823,0.25,0.5304677290340827,Moderate distance,0.5304677290340827,High priority,Moderate gap,77
PEABODY,229,ESSEX,PEABODY,3,0,0,1,1,0,0,1,2,13.666666666666666,113.5,32.0,27.0,59.0,0.9102564102564102,0.925925925925926,0.918091168091168,0.5,0.459045584045584,Moderate gap,54210.53800435725,0.5336941243474903,0.5063928345031767,0.6305089616038675,0.3460441523985803,0.4996530187270632,9.167147657219507,0.4367965374590416,11.003329765030973,0.4131928402823662,4.598643946631112,0.470288086126888,8.965617277093676,0.5795934024849098,0.5336941243474903,0.7040355150583741,Moderate priority,0.5792509498175893,4,4,2,4,0.5792509498175893,5.1624071391574144,5.1624071391574144,0.5792509498175893,1.0,0.4576230847879432,Very near,0.4576230847879432,Moderate priority,Moderate gap,115
WESTFIELD,329,HAMPDEN,WESTFIELD,3,0,1,0,1,0,1,0,2,13.333333333333334,84.0,34.0,45.0,79.0,0.9031339031339032,0.8746438746438746,0.8888888888888888,0.5,0.4444444444444444,Moderate gap,40792.1766292202,0.5828142387264145,0.5084137809843223,0.7548688431036101,0.3548869672231969,0.5646168138637951,7.41749796634805,0.4310263164255366,14.863781632905717,0.4897376361954825,4.489413468815503,0.4614219825717333,9.850128402140584,0.5908834839802244,0.5828142387264145,0.7034729949895175,Moderate priority,0.9651033383240272,4,4,2,4,0.9651033383240272,7.992475598958447,0.9651033383240272,7.646911437594956,1.0,0.4572574467431864,Very near,0.4572574467431864,Moderate priority,Moderate gap,116
NORTH READING,213,MIDDLESEX,NORTH READING,1,0,0,0,1,0,0,0,1,3.333333333333333,23.5,120.0,118.0,238.0,0.6367521367521367,0.6666666666666666,0.6517094017094016,0.25,0.4887820512820512,Moderate gap,15529.786680897008,0.2982903824075256,0.2628093166111518,0.4017654406717302,0.2270508802460534,0.3639247248759121,3.853137112141484,0.274567477630399,3.561653355002967,0.0697916814252548,5.195414750392049,0.5082778799646802,3.038920647724923,0.2603019722260521,0.2982903824075256,0.6345810362729091,Moderate priority,0.3643072410449959,1,4,1,4,0.3643072410449959,9.552933313811527,9.84004181870826,5.651859163990871,1.0,0.4124776735773909,Very near,0.4124776735773909,Moderate priority,Moderate gap,136
MONSON,191,HAMPDEN,MONSON,0,0,0,1,0,0,0,1,1,2.6666666666666665,12.5,141.0,173.0,314.0,0.594017094017094,0.5071225071225072,0.5505698005698005,0.25,0.4129273504273504,Moderate gap,8159.157975243742,0.5196518711378479,0.6523215151716383,0.3785403457411314,0.0867312851743751,0.515063064579835,5.860929806532667,0.4044467260036399,14.736739535790925,0.5564076541463632,7.9552833789618065,0.7361597819470389,8.294322676739625,0.6106799412495928,0.5196518711378479,0.6275058207209169,Moderate priority,0.6243016145609479,1,2,1,2,9.244722719581596,13.51344509390154,14.9743188930231,0.6243016145609479,0.5,0.5176923020947564,Very near,0.5176923020947564,High priority,Moderate gap,84
HADLEY,117,HAMPSHIRE,HADLEY,0,0,0,0,0,0,0,0,0,2.0,9.0,158.0,204.0,362.0,0.5313390313390314,0.4102564102564102,0.4707977207977208,0.0,0.4707977207977208,Moderate gap,5296.287021670309,0.3264260560304452,0.2511819519752439,0.2216021985375545,0.1506172880784429,0.6364824321086557,3.4012857222872888,0.2561197419293664,8.404086498499577,0.3081826616539236,3.602266222935012,0.3520342672891404,3.099712866105059,0.2569732614179115,0.3264260560304452,0.6244783639858436,Moderate priority,3.138081419939963,4,4,4,4,3.138081419939963,3.922896501593161,3.922896501593161,3.922896501593161,1.0,0.4059109365907983,Near,0.4059109365907983,Moderate priority,Moderate gap,140
HULL,142,PLYMOUTH,HULL,0,0,0,0,0,0,0,0,0,4.333333333333333,17.0,104.0,146.0,250.0,0.6994301994301995,0.5811965811965812,0.6403133903133904,0.0,0.6403133903133904,High gap,10114.840499899556,0.0747418789829304,0.1640266140974259,0.1947542143768234,0.0530596888935896,0.1554141957106932,2.954702164118604,0.2126656181861328,6.87764427565753,0.2230229914670678,3.9132389864684938,0.3910971057531878,2.273010380907769,0.1804857086349665,0.0747418789829304,0.6881716162433437,Moderate priority,4.3710124087869175,3,4,3,4,4.876206231922155,4.3710124087869175,6.479784338059585,4.3710124087869175,1.0,0.4473115505581734,Near,0.4473115505581734,Moderate priority,High gap,121
WEBSTER,316,WORCESTER,WEBSTER,2,0,0,1,1,0,0,1,2,6.333333333333333,95.5,73.0,42.0,115.0,0.792022792022792,0.8831908831908832,0.8376068376068376,0.5,0.4188034188034188,Moderate gap,17670.464486853587,0.6418458441453799,0.5772515870639894,0.8134294745281563,0.4926882353053621,0.5258249553270938,10.147312225650646,0.4914836167622656,19.90906309454156,0.6065204454139542,7.454404298446344,0.6135893479072932,8.306869881049677,0.5855675532519816,0.6418458441453799,0.6876106526762702,Moderate priority,0.0065587492404422,3,3,2,3,0.0065587492404422,9.73719734930756,14.726312836156488,0.0065587492404422,0.75,0.5071128563487493,Very near,0.5071128563487493,Moderate priority,Moderate gap,89
CANTON,50,NORFOLK,CANTON,0,0,0,7,0,0,0,1,1,1.3333333333333333,24.0,185.0,112.0,297.0,0.4472934472934473,0.6766381766381766,0.561965811965812,0.25,0.421474358974359,Moderate gap,24294.24355166316,0.4688239400779482,0.2890335892922003,0.6055508287450697,0.5052909322314586,0.5569324960664606,6.502971737545125,0.4175919276248661,6.835351194561596,0.2225894518091472,5.920721043069806,0.4525873490699134,3.6279045378212538,0.2967370303722025,0.4688239400779482,0.6190716285905455,Moderate priority,0.8675397782405426,7,7,2,4,3.572924435562084,6.905205663702263,7.958212456517351,0.8675397782405426,1.0,0.4023965585838546,Very near,0.4023965585838546,Moderate priority,Moderate gap,141
HOLLAND,135,HAMPDEN,HOLLAND,0,0,0,0,0,0,0,0,0,0.6666666666666666,10.0,228.0,189.0,417.0,0.3119658119658119,0.4487179487179487,0.3803418803418803,0.0,0.3803418803418803,Moderate gap,2041.6623284204184,0.4600955002981807,0.6308940380580259,0.5303900438063471,0.1193069707673566,0.2724006700722539,1.3000413060272773,0.0810035386235715,13.49990260639391,0.5390953495018512,5.299964715536282,0.5836933117104325,6.799930774030296,0.545994204046962,0.4600955002981807,0.5553354680621285,Moderate priority,6.795800325950653,0,3,0,3,6.795800325950653,6.795800325950653,23.39500830080819,8.38780066935434,0.75,0.4095599076958198,Moderate distance,0.4095599076958198,Moderate priority,Moderate gap,138
WOBURN,347,MIDDLESEX,WOBURN,4,0,0,1,1,0,0,1,2,11.333333333333334,73.5,42.0,49.0,91.0,0.8831908831908832,0.8632478632478633,0.8732193732193733,0.5,0.4366096866096866,Moderate gap,40992.74751398549,0.5367998407379895,0.518358227453047,0.3779807447476736,0.4908374059671875,0.5915963730222227,6.948531258676347,0.4336595056814202,11.331967826191748,0.4375619746266453,7.369362212400776,0.6872543178077635,6.290943970497768,0.4799802545171892,0.5367998407379895,0.6709816968464298,Moderate priority,0.3174562476866335,5,5,2,4,0.3174562476866335,6.234612358208956,8.812731781918139,0.3174562476866335,1.0,0.4361381029501794,Very near,0.4361381029501794,Moderate priority,Moderate gap,123
LUNENBURG,162,WORCESTER,LUNENBURG,0,0,0,0,0,0,0,0,0,2.333333333333333,9.0,147.0,204.0,351.0,0.5698005698005698,0.4102564102564102,0.49002849002849,0.0,0.49002849002849,Moderate gap,11736.334432839658,0.5222908358304601,0.4381290673314491,0.6355773398672135,0.1982258474952257,0.6267890910198127,3.952630387253572,0.2812371226098126,10.629433583731126,0.4036705126429937,7.854442220395608,0.6618561138218373,4.923857827383106,0.4141463630221168,0.5222908358304601,0.7459658796662084,Moderate priority,4.300550047452962,8,8,3,3,4.300550047452962,4.300550047452962,21.71531596321741,4.300550047452962,0.75,0.5501498362538287,Near,0.5501498362538287,High priority,Moderate gap,65
EDGARTOWN,89,DUKES,EDGARTOWN,0,0,0,0,0,0,0,0,0,1.0,6.0,206.0,232.0,438.0,0.386039886039886,0.3219373219373219,0.353988603988604,0.0,0.353988603988604,Moderate gap,5159.005815498923,0.5443016946400827,0.7934978701345631,0.2203107842560374,0.2992009187384487,0.3828992896653878,2.100011495331178,0.1438009650394612,14.499979816200083,0.5754991546132388,7.500086762381579,0.7719025315747415,7.29994423774233,0.5678962378301308,0.5443016946400827,0.5466652010228783,Moderate priority,5.214114384846681,0,4,0,4,5.528593734318176,5.214114384846681,5.528593734318176,5.528593734318176,1.0,0.3553323806648709,Moderate distance,0.3553323806648709,Moderate priority,Moderate gap,160
STERLING,282,WORCESTER,STERLING,0,0,0,0,0,0,0,0,0,2.333333333333333,8.5,147.0,213.0,360.0,0.5698005698005698,0.3903133903133903,0.48005698005698,0.0,0.48005698005698,Moderate gap,8056.372611439791,0.1276120153295156,0.1314086617685705,0.52861761420629,0.0488871747947885,0.1282830998987139,2.704071351822685,0.1884901624633449,4.204840755582628,0.0854178109760158,4.201324547456948,0.4364336236033811,3.101851404857202,0.2571352660386464,0.1276120153295156,0.5413180187550523,Moderate priority,5.318254961963355,0,3,0,3,5.318254961963355,6.007471712581268,12.422674733596734,6.007471712581268,0.75,0.3992220388318511,Moderate distance,0.3992220388318511,Moderate priority,Moderate gap,143
IPSWICH,144,ESSEX,IPSWICH,0,0,0,0,0,0,0,0,0,2.6666666666666665,8.5,141.0,213.0,354.0,0.594017094017094,0.3903133903133903,0.4921652421652421,0.0,0.4921652421652421,Moderate gap,13790.862038505857,0.1775056798255178,0.2547714811914679,0.2268344596415525,0.116937494751339,0.2128583156067515,5.877572339072051,0.3882688650262413,9.625693122550874,0.365635019552132,2.6454153615519336,0.2233416624964652,2.2303212906289884,0.1805472928513427,0.1775056798255178,0.579527368062274,Moderate priority,4.963990551730877,5,5,1,4,7.602990916347522,9.84499333329945,9.84499333329945,4.963990551730877,1.0,0.3766927892404781,Near,0.3766927892404781,Moderate priority,Moderate gap,150
ORLEANS,224,BARNSTABLE,ORLEANS,0,0,0,0,0,0,0,0,0,1.3333333333333333,8.5,185.0,213.0,398.0,0.4472934472934473,0.3903133903133903,0.4188034188034187,0.0,0.4188034188034187,Moderate gap,6321.317391251623,0.2479078158019506,0.2564706670784588,0.3913880744331313,0.0226452425332943,0.3845259669670476,5.155671462452075,0.3652619338673347,14.122231363950585,0.5351329261199426,2.734416403007902,0.3049748637225711,0.8173244896193288,0.056703808723443,0.2479078158019506,0.5226280596093638,Moderate priority,11.025465118465585,0,0,0,0,11.025465118465585,18.530289480888705,22.294942519886803,18.530289480888705,0.0,0.5226280596093638,Farther away,0.5226280596093638,High priority,Moderate gap,82
